30075445, Morris Park Bake Shop, 1007, -73.856077, 40.848447, Morris Park Ave, 10462, Bronx, Bakery
41598620, Disfruta, 510, -73.9193731, 40.8647918, West  207 Street, 10034, Manhattan, Juice
41598755, Troost, 1011, -73.9550419, 40.7334793, Manhattan Avenue, 11222, Brooklyn, Caf\u00e9/Coffee/Tea
41598815, Village Bakery Company, 16120, -73.8041841, 40.7622091, Northern Boulevard, 11358, Queens, Bakery
41598833, Lloyd & Jay'S Kosher Deli, 2718, -73.944109, 40.5999893, Avenue U, 11229, Brooklyn, Jewish/Kosher
41598915, Numero 28 Pizza, 137, -73.9763, 40.672778, 7 Avenue, 11215, Brooklyn, Pizza/Italian
41598933, The Red Lantern, 345, -73.9723988, 40.6934188, Myrtle Avenue, 11205, Brooklyn, Caf\u00e9/Coffee/Tea
41598951, Williams & Bailey, 507, -73.9508199, 40.711201, Grand Street, 11211, Brooklyn, American
41598963, Paddy'S On The Bay, 50, -73.80348699999999, 40.81013000000001, Pennyfield Avenue, 10465, Bronx, American
41598985, Chai Hwa Restaurant, 3762, -73.86268, 40.88317199999999, White Plains Road, 10467, Bronx, Chinese
41598995, Paraiso Azteca Restaurant, 1681, -73.9573022, 40.6086016, East 16 Street, 11229, Brooklyn, Mexican
41599050, Johnnys Ices, 157, -73.97358919999999, 40.6548081, Prospect Park South West, 11218, Brooklyn, Other
41599083, Mo'S Bar, 80, -73.9747189, 40.6869439, Lafayette Avenue, 11217, Brooklyn, American
41599118, Jc Garden, 9718, -73.86018899999999, 40.7311337, 63 Road, 11374, Queens, Chinese
41599162, Five Guys Burgers And Fries, 4024, -73.8341856, 40.7576487, College Point Boulevard, 11354, Queens, American
41599164, Del Frisco'S Grille, 5060, -73.9785586, 40.75892839999999, Rockefeller Plaza, 10020, Manhattan, American
41599169, Roma Pizza, 85, -73.97501079999999, 40.6746103, 7 Avenue, 11217, Brooklyn, Pizza/Italian
41599272, Le Moulin A Cafe, 1439, -73.95197399999999, 40.769844, York Avenue, 10075, Manhattan, Caf\u00e9/Coffee/Tea
41599283, East Dragon, 9517, -73.8739128, 40.73324059999999, 57 Avenue, 11373, Queens, Chinese
41599313, The Manchester Diner, 2800, -73.9670091, 40.8029095, Broadway, 10025, Manhattan, American
41599325, El Rancho Sports Bar, 109, -73.94236599999999, 40.79925799999999, East 116 Street, 10029, Manhattan, Mexican
41599396, W Hotel, 541, -73.972285, 40.756056, Lexington Avenue, 10022, Manhattan, American
41599514, Hudson River Cafe, 697, -73.9589714, 40.8203314, West  133 Street, 10027, Manhattan, Latin
41599530, Sam'S Restaurant, 238, -73.9944769, 40.685893, Court Street, 11201, Brooklyn, American
41599667, Thomas Kitchen, 2632, -73.9241548, 40.8124378, 3 Avenue, 10454, Bronx, Chinese
41599669, Coney'S Cones, 1023, -73.9795453, 40.5732168, Boardwalk West, 11224, Brooklyn, Ice
41599675, Aloft New York Brooklyn/Brooklyn Terrace, 216, -73.984552, 40.6913986, Duffield Street, 11201, Brooklyn, American
41599769, Junko Sushi, 3302, -73.92377859999999, 40.7610102, Broadway, 11106, Queens, Japanese
41599788, Kennedy Fried Chicken, 34-61, -73.871566, 40.75348, Junction Boulevard, 11372, Queens, American
41599815, Mika Japanese Cuisine & Bar, 150, -74.0002331, 40.7174105, Centre Street, 10013, Manhattan, Chinese/Japanese
41599878, Four Points Sheraton, 326, -73.992368, 40.75639, West   40 Street, 10018, Manhattan, American
41599880, Pure Food, 1396, -73.954047, 40.787883, Madison Avenue, 10029, Manhattan, Vegetarian
41599900, Green Leaf Chinese And Thai Cuisine, 7260, -73.87957, 40.712446, Metropolitan Avenue, 11379, Queens, Chinese
41599911, Incognito Bistro, 30, -73.9936184, 40.73907760000001, West   18 Street, 10011, Manhattan, Continental
41599926, The Lexington Hotel New York, 511, -73.97331679999999, 40.75482770000001, Lexington Avenue, 10017, Manhattan, American
41599951, Tbaar, 6317, -74.01159559999999, 40.6335064, 8 Avenue, 11220, Brooklyn, Caf\u00e9/Coffee/Tea
41599957, Tacos  Al Suadero, 37-57, -73.8762672, 40.7489192, 90 Street, 11372, Queens, Mexican
41599963, La Cemita Restaurant, 6417, -73.98542859999999, 40.6166131, 20 Avenue, 11204, Brooklyn, Mexican
41600011, Cafe On 5Th/Sterling Affair, 1216, -73.9524212, 40.7922919, 5 Avenue, 10029, Manhattan, American
41600057, Manhattan Chili Co./Thai Toon, , -73.97705599999999, 40.752998, Grand Central Terminal, 10017, Manhattan, Thai
41600064, Agua Roja Bar & Lounge, 212, -73.9230101, 40.8624228, Nagle Avenue, 10034, Manhattan, Spanish
41600154, Starbucks Coffee, 122, -74.0025233, 40.7393217, Greenwich Avenue, 10011, Manhattan, Caf\u00e9/Coffee/Tea
41600159, Jumbo'S Hamburgers, 274, -73.9416849, 40.822537, West  145 Street, 10039, Manhattan, Hamburgers
41600160, Starbucks Coffee # 15440, 11011109, -73.982714, 40.757223, Avenue Of The Americas, 10036, Manhattan, Caf\u00e9/Coffee/Tea
41600208, Club Republic, 990, -73.93409630000001, 40.6960867, Broadway, 11221, Brooklyn, American
41600223, Flava Ii, 334, -73.89425400000002, 40.6610749, New Lots Avenue, 11207, Brooklyn, Caribbean
41600233, Chao Fang Restaurant, 34-40, -73.82791569999999, 40.7658206, Union Street, 11354, Queens, Korean
41600260, Gourmet Pizza, 162-10, -73.797263, 40.7040122, Jamaica Avenue, 11432, Queens, Pizza
41600331, Connolly'S, 155, -73.816774, 40.584352, Beach   95 Street, 11693, Queens, Irish
41600431, Banana King, 8317, -73.8837752, 40.7560055, Northern Boulevard, 11372, Queens, Latin
41600457, Tabata Noodle Restaurant, 540, -73.99337179999999, 40.7568844, 9 Avenue, 10018, Manhattan, Asian
41600476, Bella Roza, 6352, -73.8637064, 40.7288059, Booth Street, 11374, Queens, Jewish/Kosher
41600495, Mi Pequeno El Salvador Restaurant, 94-16, -73.8723931, 40.7508817, 37 Avenue, 11372, Queens, Latin
41600522, Luigi Pizzeria & Ristorante, 1701, -73.948633, 40.77844, 1 Avenue, 10128, Manhattan, Pizza
41600537, Taste Of India, 1018, -73.9525496, 40.6760317, Bergen Street, 11216, Brooklyn, Indian
41600577, Wild Ginger, 226, -73.96940219999999, 40.7558733, East   51 Street, 10022, Manhattan, Asian
41600621, Stumptown Coffee, 18, -73.98820789999999, 40.7457214, West   29 Street, 10001, Manhattan, Caf\u00e9/Coffee/Tea
41600677, Xo Taste, 41-43, -73.9967789, 40.716908, Elizabeth Street, 10013, Manhattan, Chinese
41600704, Red Mist, 569, -73.9696361, 40.643425, Coney Island Avenue, 11218, Brooklyn, Middle
41600842, Bien Cuit, 120, -73.9900535, 40.6877048, Smith Street, 11201, Brooklyn, Bakery
41600900, Panda Garden Restaurant, 9708, -74.03442009999999, 40.6158229, 3 Avenue, 11209, Brooklyn, Chinese
41600938, Full Moon Saloon, 8309, -74.0250022, 40.6231678, 5 Avenue, 11209, Brooklyn, American
41601058, Las Margaritas Deli Grocery, 1738, -74.007446, 40.604355, Bath Avenue, 11214, Brooklyn, Mexican
41601073, Soho Lounge, 2213, -73.980744, 40.613757, 65 Street, 11204, Brooklyn, Russian
41601082, Danny Boys Tavern, 1815, -74.12388589999999, 40.6132066, Victory Boulevard, 10314, Staten, American
41601083, Grace & Sung 7 Stars Deli, 57, -73.991288, 40.7026834, Front Street, 11201, Brooklyn, Delicatessen
41601087, D'Blass Restaurant, 1346, -73.92148089999999, 40.8406998, Edward L Grant Highway, 10452, Bronx, Latin
41601132, Mars Cafe, 58, -73.9850196, 40.7524629, West   39 Street, 10018, Manhattan, American
41601137, Santos Restaurant, 1535, -73.9943138, 40.624557, 62 Street, 11219, Brooklyn, Mexican
41601321, Katou Fin Restaurant, 5012, -73.926613, 40.621162, Avenue M, 11234, Brooklyn, Creole
41601369, Sigiri, 91, -73.98667999999999, 40.72625379999999, 1 Avenue, 10003, Manhattan, Indian
41601373, Alobar Restaurant, 4642, -73.9533679, 40.7457803, Vernon Boulevard, 11101, Queens, American
41601422, Alfie'S Pizza, 86-08, -73.832859, 40.69985, 117 Street, 11418, Queens, Pizza/Italian
41601438, Cooper'S Craft & Kitchen, 87, -73.98920199999999, 40.72705, 2 Avenue, 10003, Manhattan, American
41601496, Lee Xing Restaurant, 3207, -73.8299444, 40.8518607, Westchester Avenue, 10461, Bronx, Chinese
41601534, Cup, 221, -73.94024, 40.70780999999999, Montrose Avenue, 11206, Brooklyn, Caf\u00e9/Coffee/Tea
41601542, Golden Krust, 363, -73.93115089999999, 40.6656696, Utica Avenue, 11213, Brooklyn, Caribbean
41601543, Saleya, 65, -74.0097816, 40.7145348, West Broadway, 10007, Manhattan, Mediterranean
41601611, Left Bank, 117, -74.0067308, 40.7351272, Perry Street, 10014, Manhattan, American
41601639, Umi Sushi, 177-13, -73.7905127, 40.7263702, Union Turnpike, 11366, Queens, Japanese
41601678, Google Chelsea Market, 75, -74.00489689999999, 40.7419343, 9 Avenue, 10011, Manhattan, American
41601691, Waza Sushi, 485, -73.96572350000001, 40.6936645, Myrtle Avenue, 11205, Brooklyn, Japanese
41601712, Calle Ocho, 45, -73.9736712, 40.7830649, West   81 Street, 10024, Manhattan, Latin
41601770, New Ming Garden, 104-28, -73.860524, 40.749908, Roosevelt Avenue, 11368, Queens, Chinese
41601774, New Mei Hua, 13349, -73.832701, 40.758926, Roosevelt Avenue, 11354, Queens, Chinese
41601789, May May Bakery, 6302, -74.00502999999999, 40.629857, 11 Avenue, 11219, Brooklyn, Chinese
41601799, Kabob Shack, 182, -73.9582523, 40.7107319, Havemeyer Street, 11211, Brooklyn, Mediterranean
41601810, Taqueria Juarez Deli Grocery & Restaurant, 91-09, -73.8742384, 40.7435622, 43 Avenue, 11373, Queens, Mexican
41601835, La Picardia Poblana Bar, 112-51, -73.8528029, 40.7526486, Roosevelt Avenue, 11368, Queens, Spanish
41601943, Bayside Diner, 207-07, -73.7762364, 40.7589006, Northern Boulevard, 11361, Queens, American
41602079, Santos Anne, 366, -73.9510153, 40.7113994, Union Avenue, 11211, Brooklyn, French
41602131, Flushing House Residence For Adults (Senior Home), 38-20, -73.82511160000001, 40.761814, Bowne Street, 11354, Queens, American
41602165, Jo Jo Pizza, 1545, -73.8780628, 40.8286983, Westchester Avenue, 10472, Bronx, Pizza
41602231, Subway, 51, -74.00951599999999, 40.7143257, Murray Street, 10007, Manhattan, Sandwiches/Salads/Mixed
41602277, Pizza Stop, 531, -73.94002669999999, 40.8153973, Lenox Avenue, 10037, Manhattan, Pizza/Italian
41602278, Blue Velvet Lounge, 341, -73.9716854, 40.5973153, Avenue U, 11223, Brooklyn, Russian
41602357, Dd Maru Sushi, 267, -74.00068499999999, 40.7416179, West   17 Street, 10011, Manhattan, Asian
41602382, Barnes & Noble Cafe, 2289, -73.97873489999999, 40.7860511, Broadway, 10024, Manhattan, Caf\u00e9/Coffee/Tea
41602484, Saturdays Surf Nyc, 31, -73.99929999999999, 40.720719, Crosby Street, 10013, Manhattan, Caf\u00e9/Coffee/Tea
41602559, Red Chopstick, 13617, -73.8289593, 40.7588413, 41 Avenue, 11355, Queens, Chinese
41602716, Hanra Cafe, 15301, -73.811629, 40.765087, Northern Boulevard, 11354, Queens, Korean
41602776, Friendly'S, 125, -73.9786168, 40.64335450000001, Church Avenue, 11218, Brooklyn, Chinese
41602782, Peking Roast Duck, 858, -73.98510900000001, 40.763129, 8 Avenue, 10019, Manhattan, Chinese
41602841, Sabor Colombiano Cafe Restaurant, 86-16, -73.8774009, 40.7360867, Queens Boulevard, 11373, Queens, Latin
41602871, Nights And Weekends, 1, -73.95121619999999, 40.7237678, Bedford Avenue, 11222, Brooklyn, Tapas
41602875, Purbird, 82, -73.9751792, 40.67987, 6 Avenue, 11217, Brooklyn, Chicken
41602946, Francesca La Vela Cucina, 373, -73.9786752, 40.7821681, Amsterdam Avenue, 10024, Manhattan, Italian
41602948, New Golden Star, 223-28, -73.7472748, 40.7355725, Union Turnpike, 11364, Queens, Chinese
41602964, Damian Coffee Shop, 18815, -73.792343, 40.75805400000001, Northern Boulevard, 11358, Queens, American
41602974, Zutto, 77, -74.0090803, 40.71848110000001, Hudson Street, 10013, Manhattan, Japanese
41603054, Amici Ii, 165, -73.997373, 40.719862, Mulberry Street, 10013, Manhattan, Italian
41603124, Lucky Seven Tapas Bar, 1455, -73.9332575, 40.8504572, St Nicholas Avenue, 10033, Manhattan, Latin
41603129, Joe'S Lobster House, 1898, -74.09564209999999, 40.5829476, Hylan Boulevard, 10305, Staten, Seafood
41603147, Mcdonald, 1625, -73.90441, 40.841629, Webster Avenue, 10457, Bronx, American
41603176, Tu Ranchito Restaurant, 635, -74.07531399999999, 40.62652200000001, Bay Street, 10304, Staten, Mexican
41603186, Bruno'S Restaurant, 15822, -73.8404544, 40.6600815, Crossbay Boulevard, 11414, Queens, Italian
41603250, Guayacos Restaurant, 8142, -73.883262, 40.74610699999999, Baxter Avenue, 11373, Queens, Latin
41603341, Tony'S Pizza Restaurant, 91-14, -73.86447249999999, 40.7264515, 63 Drive, 11374, Queens, Pizza
41603367, Food King Chinese Restaurant, 56, -73.9940398, 40.7117387, Market Street, 10002, Manhattan, Chinese
41603386, New Happy Joy, 4713, -73.85001989999999, 40.9038435, White Plains Road, 10470, Bronx, Chinese
41603460, Bareburger, 170, -73.977738, 40.671931, 7 Avenue, 11215, Brooklyn, American
41603465, Mee Cafe, 26, -73.9903052, 40.7130127, Rutgers Street, 10002, Manhattan, Caf\u00e9/Coffee/Tea
41603499, La Pentola Italian Pizzeria, 2130, -73.8673867, 40.8543008, White Plains Road, 10462, Bronx, Italian
41603543, Harry'S Italian Pizza Parlor, 30, -73.9793564, 40.7589426, Rockefeller Plaza, 10112, Manhattan, Italian
41603610, Livingston Diner, 372, -73.9801861, 40.6872992, Livingston Street, 11217, Brooklyn, American
41603616, Spice, 61, -73.9744259, 40.675474, 7 Avenue, 11217, Brooklyn, Thai
41603622, Potbelly Sandwich Shop, 30, -76.8172742, 40.8486073, Rockefeller Center, 10020, Manhattan, American
41603665, Big Gay Ice Cream Shop, 125, -73.9840944, 40.7264293, East    7 Street, 10009, Manhattan, Ice
41603682, Sally'S West Indian Restaurant, 15701572, -73.9188988, 40.6347588, Ralph Avenue, 11236, Brooklyn, Caribbean
41603722, King Bakery, 90, -73.9926842, 40.7137855, East Broadway, 10002, Manhattan, Asian
41603746, Black Iris Middle Eastern Cuisine, 228, -73.9703226, 40.6893738, Dekalb Avenue, 11205, Brooklyn, Middle
41603757, Tong Tong Tonkatsu, 146-17, -73.82005099999999, 40.765317, Northern Boulevard, 11354, Queens, Korean
41603766, Avenue Pizza, 1661, -73.912099, 40.669692, Pitkin Avenue, 11212, Brooklyn, Pizza
41603790, J & D Asian Kitchen, 880-882, -73.94058799999999, 40.692363, Dekalb Avenue, 11221, Brooklyn, Chinese
41603858, Fu Xing House, 3335, -73.87259120000002, 40.6837174, Fulton Street, 11208, Brooklyn, Chinese
41603865, Sauce, 78, -73.9893263, 40.7204716, Rivington Street, 10002, Manhattan, Italian
41603977, Embers, 9519, -74.0336281, 40.6165926, Third Avenue, 11209, Brooklyn, Italian
41604013, Mamas Empanadas, 32-41, -73.9195517, 40.75772389999999, Steinway Street, 11103, Queens, Latin
41604026, Mini Picanteria El Guayaquileno Ii, 95-51, -73.8700438, 40.7492865, Roosevelt Avenue, 11372, Queens, Spanish
41604098, Shillas Restaurant & Korean Bbq, 29-18, -73.8265948, 40.77146510000001, Union Street, 11354, Queens, Korean
41604182, Subway, 1376, -73.9036034, 40.646061, Rockaway Parkway, 11236, Brooklyn, American
41604238, Delios Pizza, 553, -73.9199067, 40.8661003, West  207 Street, 10034, Manhattan, Pizza/Italian
41604256, Victor'S Coffee Shop Deli & Restaurant, 125-12, -73.812224, 40.675042, Rockaway Boulevard, 11420, Queens, Latin
41604289, Kiwiana Restaurant, 847, -73.97572559999999, 40.6747488, Union Street, 11215, Brooklyn, Australian
41604293, Krispy Pizza, 11, -74.1211853, 40.6046525, Holden Boulevard, 10314, Staten, Pizza/Italian
41604359, Henry, 433, -73.9841959, 40.6633945, 7 Avenue, 11215, Brooklyn, Vietnamese/Cambodian/Malaysia
41604371, Kennedy Fried Chicken, 1341, -73.95315169999999, 40.6382774, Flatbush Avenue, 11210, Brooklyn, Chicken
41604438, Molly'S Cupcakes, 228, -74.00255, 40.730096, Bleecker Street, 10014, Manhattan, Bakery
41604442, Amaru, 84-13, -73.8830342, 40.7560464, Northern Boulevard, 11372, Queens, Peruvian
41604473, Alley Cat, 3604, -73.824773, 40.8285777, East Tremont Avenue, 10465, Bronx, Caf\u00e9/Coffee/Tea
41604541, Muchmore'S, 2, -73.9529791, 40.71654849999999, Havemeyer Street, 11211, Brooklyn, American
41604543, The New Portales Taqueria, 2508, -73.926729, 40.762592, Broadway, 11106, Queens, Mexican
41604545, Hang Shing Kitchen, 10409, -73.8485005, 40.7102928, Metropolitan Avenue, 11375, Queens, Chinese
41604549, Aaa Ichiban Sushi, 198, -73.987776, 40.722326, Orchard Street, 10002, Manhattan, Japanese
41604594, El Gallito Restaurant, 887, -74.00347839999999, 40.6512678, 5 Avenue, 11232, Brooklyn, Mexican
41604710, Little Caesars, 2537, -73.8917139, 40.8622605, Decatur Avenue, 10458, Bronx, Pizza
41604732, King'S Chef, 15327, -73.80845529999999, 40.7869333, Cross Island Parkway, 11357, Queens, Chinese
41604751, Reggae Cafe, 1407, -73.9204929, 40.688864, Broadway, 11221, Brooklyn, Caribbean
41604774, Epicure Cafe & Caterers, 20, -73.9807354, 40.7516336, East   40 Street, 10016, Manhattan, American
41604805, Fuel, 683, -73.99050299999999, 40.761854, 9 Avenue, 10036, Manhattan, American
41604848, Cedric, 271, -73.9532758, 40.806208, West  119 Street, 10026, Manhattan, French
41604864, New China Wok, 869, -73.9505712, 40.6669964, Nostrand Avenue, 11225, Brooklyn, Chinese
41604869, La Nueva Estrella Pizza And Deli Grocery, 219, -73.9069581, 40.8774013, West  230 Street, 10463, Bronx, Spanish
41604891, Hunan Manor Restaurant, 339, -73.9769559, 40.7495955, Lexington Avenue, 10016, Manhattan, Chinese
41604906, Fabio Piccolo Fiore, 230, -73.97219, 40.7513376, East   44 Street, 10017, Manhattan, Italian
41604933, Ryan'S Daughter Cafe, 350, -73.9504927, 40.7762275, East   85 Street, 10028, Manhattan, Irish
41605026, Pret A Manger, 100, -74.0102115, 40.713174, Church Street, 10007, Manhattan, American
41605039, Mike'S Restaurant, 232, -73.925275, 40.81560899999999, East 144 Street, 10451, Bronx, American
41605053, Bukhara Grill, 217, -73.9702695, 40.755019, East 49 Street, 10017, Manhattan, Indian
41605054, Tompkins Square Bagels, 165, -73.982291, 40.728228, Avenue A, 10009, Manhattan, American
41605081, El Rodeo, 21-13, -73.9332352, 40.772728, Astoria Boulevard, 11102, Queens, Spanish
41605094, Off The Rails, 1754, -73.94891299999999, 40.781225, 2 Avenue, 10128, Manhattan, American
41605126, China Long, 197, -73.9607692, 40.5820337, Neptune Avenue, 11235, Brooklyn, Chinese
41605151, Mexicue, 345, -73.9923829, 40.7481246, 7 Avenue, 10001, Manhattan, Mexican
41605161, Beautiful Memory Desserts, 13620, -73.8290939, 40.759362, Roosevelt Avenue, 11354, Queens, Asian
41605185, Mermaid Go Go And Sport Bar, 31-06, -73.92329699999999, 40.763946, 31 Street, 11106, Queens, Other
41605199, Vine Tree Cafe, 150-13, -73.81455799999999, 40.765443, Northern Boulevard, 11354, Queens, Caf\u00e9/Coffee/Tea
41605223, Yu Sushi, 827, -73.9395157, 40.8514155, West  181 Street, 10033, Manhattan, Japanese
41605257, Subway, 62, -73.993049, 40.74187999999999, West   22 Street, 10010, Manhattan, Sandwiches
41605284, Wok & Roll, 0, -40.2596146, -20.2102107, Aa Terminal 8, 11430, Queens, Chinese
41605289, Earl Of Sandwich, 1290, -73.9788903, 40.7605367, Avenue Of The Americas, 10119, Manhattan, American
41605297, Delizia 92, 1762, -73.94873299999999, 40.781465, 2 Avenue, 10128, Manhattan, Pizza/Italian
41605298, De La Vega Restaurant, 472, -73.94881699999999, 40.710755, Lorimer Street, 11206, Brooklyn, Spanish
41605309, Fu Hai Restaurant, 4922, -74.00379, 40.641363, 8 Avenue, 11220, Brooklyn, Chinese
41605430, Chuko, 552, -73.968259, 40.6801378, Vanderbilt Avenue, 11238, Brooklyn, Japanese
41605583, Delectica, 564, -73.97675749999999, 40.748162, 3 Avenue, 10016, Manhattan, Mediterranean
41605599, El Toro Taqueria, 254, -73.9480418, 40.7229137, Driggs Avenue, 11222, Brooklyn, Mexican
41605705, Bagels For You, 113-29, -73.834706, 40.7174945, Queens Boulevard, 11375, Queens, Bagels/Pretzels
41605848, Ming'S Great Wall Kitchen, 2049, -73.85553809999999, 40.85502959999999, Williamsbridge Road, 10461, Bronx, Chinese
41605850, Ajisen Ramen, 136, -73.9922052, 40.7465708, West   28 Street, 10001, Manhattan, Japanese
41605861, Pier 25 Snack Bar, 225, -74.0166519, 40.7121536, West Street, 10013, Manhattan, American
41605865, Yogurt Couture, 212-67, -73.7768826, 40.7784485, 26 Avenue, 11360, Queens, Ice
41605870, Cakor Restaurant, 632, -73.88706640000001, 40.8540872, East  186 Street, 10458, Bronx, Eastern
41605873, My Cup Coffee, 162-10, -73.797263, 40.7040122, Jamaica Avenue, 11432, Queens, Caf\u00e9/Coffee/Tea
41605956, Dairy Stop, 6530, -73.8161136, 40.736296, Kissena Boulevard, 11367, Queens, Jewish/Kosher
41605964, Melanies 2009 Inc Restaurant, 1326, -73.9642973, 40.6348046, Newkirk Avenue, 11230, Brooklyn, Spanish
41606045, Crown Fried Chicken, 2801, -73.99446900000001, 40.57579, Mermaid Avenue, 11224, Brooklyn, American
41606048, Chatime, 13655, -73.82813, 40.76033, Roosevelt Avenue, 11354, Queens, Caf\u00e9/Coffee/Tea
41606068, Top Taco Top China, 1774, -73.94148899999999, 40.6266092, Flatbush Avenue, 11210, Brooklyn, Chinese
41606108, Subway, 1343, -73.9288381, 40.63967170000001, Utica Avenue, 11203, Brooklyn, American
41606171, Ihop, 235237, -73.989238, 40.728955, East   14 Street, 10003, Manhattan, American
41606173, Allianz Cafeteria, 1633, -73.9845362, 40.7620434, Broadway, 10019, Manhattan, American
41606183, Bedford Fusion Cafe, 197, -73.9581031, 40.7172542, Bedford Avenue, 11211, Brooklyn, Asian
41606189, Chow Superb Chinese Food, 20503, -73.7826405, 40.7669207, 35 Avenue, 11361, Queens, Chinese
41606200, D'Barbaros Billiards, 81, -73.9219475, 40.8404629, West  170 Street, 10452, Bronx, Spanish
41606387, La Cuarta Restaurant, 782, -73.999073, 40.659854, 4 Avenue, 11232, Brooklyn, Peruvian
41606446, Futigi, 16404, -73.80465199999999, 40.7328535, 69 Avenue, 11365, Queens, Japanese
41606450, Suarez Family Pizza, 3178, -73.8342381, 40.8367509, East Tremont Avenue, 10461, Bronx, Pizza
41606685, Healthier Life, 629, -73.9168329, 40.818165, Melrose Avenue, 10455, Bronx, Juice
41606702, Crown, 24, -73.961681, 40.77759400000001, East   81 Street, 10028, Manhattan, American
41606724, Richie Rich Caibbean And American Cuisine Inc., 769, -73.864502, 40.871605, Burke Avenue, 10467, Bronx, Caribbean
41606730, Delta Sky Club, 52, -73.7822056, 40.6434612, Jfk Int Airport, 11430, Queens, American
41606738, Barkogi, 957, -73.9684761, 40.75542739999999, 2 Avenue, 10022, Manhattan, Asian
41606774, Sidley Austin Cafeteria, 787, -73.9822459, 40.76189919999999, 7 Avenue, 10019, Manhattan, American
41606775, Mukeunji Ii, 34, -73.9872855, 40.7477239, West   32 Street, 10001, Manhattan, Korean
41606800, Subway, 2438, -73.9011064, 40.8622094, Jerome Avenue, 10468, Bronx, Sandwiches
41606808, Goustaro, 9226, -74.0306674, 40.6178541, 4 Avenue, 11209, Brooklyn, Delicatessen
41606848, Baohaus, 238, -73.98579099999999, 40.732386, East   14 Street, 10003, Manhattan, Chinese
41606860, Abc Bakery, 1625, -73.948769, 40.646405, Nostrand Avenue, 11226, Brooklyn, Bakery
41606952, El Puerto Mexicano, 8428, -73.8514391, 40.6939421, Jamaica Avenue, 11421, Queens, Mexican
41606966, Peking, 221B, -73.90469, 40.8493155, E Tremont Ave, 10457, Bronx, Chinese
41606994, Glatt Vostok, 5505, -73.9958687, 40.63139930000001, 13 Avenue, 11219, Brooklyn, Jewish/Kosher
41607000, Peking Kitchen, 306, -74.0327392, 40.618568, 93 Street, 11209, Brooklyn, Chinese
41607254, China Bar, 13348, -73.8644386, 40.7532626, 37 Avenue, 11354, Queens, Bottled
41607258, Flatiron Green Cafe, 0, -73.98153370000001, 40.7388319, Flatiron Public Plaza S., 10010, Manhattan, Bagels/Pretzels
41607269, The Social Butterfly, 857, -73.9650371, 40.68148, Atlantic Avenue, 11238, Brooklyn, American
41607294, La Abundancia, 37-01, -73.8707599, 40.7514596, Junction Boulevard, 11368, Queens, Spanish
41607334, Little Caesars, 190, -73.9208984, 40.66274569999999, East   98 Street, 11212, Brooklyn, Pizza/Italian
41607345, Xpress Pizzeria, 709, -73.9728511, 40.6457573, Church Avenue, 11218, Brooklyn, Pizza/Italian
41607347, Family Chef Restaurant, 1381, -73.9246646, 40.8420949, Ogden Avenue, 10452, Bronx, Latin
41607363, Little Caesars, 535, -73.9309055, 40.6604344, Utica Avenue, 11203, Brooklyn, American
41607387, Dada'S Coffee Shop, 2287, -73.8482879, 40.8354659, Westchester Avenue, 10462, Bronx, American
41607535, American Airlines Admirals Club, , -73.8739659, 40.7769271, Laguardia Airport, 11369, Queens, American
41607578, Bakery, 494, -73.9928156, 40.7526007, 8 Avenue, 10001, Manhattan, Bakery
41607650, Ihop, 935, -74.14819779999999, 40.62430579999999, Richmond Avenue, 10314, Staten, Pancakes/Waffles
41607653, Obika Mozzarella Bar, 590, -73.9728615, 40.7621749, Madison Avenue, 10022, Manhattan, Italian
41607749, New Great Wall Restaurant, 4425, -74.007066, 40.647849, 5 Avenue, 11220, Brooklyn, Chinese
41607750, Chopstick, 884, -73.9130988, 40.6465998, Remsen Avenue, 11236, Brooklyn, Chinese
41607793, Super Lucky Seafood Restaurant, 6022, -74.01012899999999, 40.635027, 8 Avenue, 11220, Brooklyn, Chinese
41607795, Ho'Brah, 8618, -74.0315091, 40.622991, 3 Avenue, 11209, Brooklyn, Tex-Mex
41607804, Little Chopsticks Kitchen, 959, -73.89987599999999, 40.8153861, Leggett Avenue, 10455, Bronx, Chinese
41607908, Longevousjoy, 6610, -73.982496, 40.613146, Bay Parkway, 11204, Brooklyn, Japanese
41608024, Kobeyaki, 293, -73.9937535, 40.7462574, 7 Avenue, 10001, Manhattan, Japanese
41608118, Barnes & Noble Cafe, 160, -73.96956589999999, 40.758484, East   54 Street, 10022, Manhattan, Caf\u00e9/Coffee/Tea
41608200, Mike'S Pizza Of Brooklyn, 2026, -73.95656009999999, 40.6553397, Bedford Avenue, 11226, Brooklyn, Pizza
41608264, The Cardinal, 234, -73.983149, 40.7232879, East 4 Street, 10009, Manhattan, Southwestern
41608273, Super No. 1 Kitchen, 770, -73.9634234, 40.6749749, Washington Avenue, 11238, Brooklyn, Chinese
41608274, Happy House Express, 116-36, -73.74366400000001, 40.6967882, Springfield Boulevard, 11411, Queens, Chinese
41608347, New Kabab Diner, 13323, -73.8032091, 40.6745322, Rockaway Boulevard, 11420, Queens, Indian
41608360, Momofuko Milk Bar Uws, 561, -73.9714006, 40.7871769, Columbus Avenue, 10024, Manhattan, Caf\u00e9/Coffee/Tea
41608382, Courtside Lounge Sports Bar, 69-08, -73.88238, 40.701578, Myrtle Avenue, 11385, Queens, American
41608396, Vai, 429, -73.9773211, 40.7841238, Amsterdam Avenue, 10024, Manhattan, Mediterranean
